Make,Model,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Maruti Suzuki,Swift ZXi,2014,25704,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,465000
Maruti Suzuki,Swift DZire VDI,2016,55353,Diesel,Manual,Kanpur,Grey,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,475000
Audi,Q3 35 TDI Premium,2015,80000,Diesel,Automatic,Chennai,Silver,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,1775000
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,2018,62000,Petrol,Automatic,Faridabad,Brown,First,Corporate,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,4390,1699,1467,5,55,825000
Ford,Endeavour Titanium 3.2 4x4 AT,2019,41526,Diesel,Automatic,Coimbatore,Silver,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80,3450000
Tata,Tiago Revotron XT [2016-2019],2018,29434,Petrol,Manual,Kolkata,Silver,Second,Individual,1047 cc,69 bhp @ 4000 rpm,140 Nm @ 1800 rpm,FWD,3746,1647,1535,5,35,379000
Datsun,Go D,2017,42000,Petrol,Manual,Lucknow,White,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785,1635,1485,5,35,240000
Kia,Seltos HTK Plus 1.5 [2019-2020],2021,14000,Petrol,Manual,Delhi,Black,First,Individual,1497 cc,114 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1645,5,50,1525000
BMW,3-Series 320d Sport Line,2014,35000,Diesel,Automatic,Kolkata,Brown,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624,2031,1429,5,60,1400000
Mercedes-Benz,C-Class C 250 CDI BlueEFFICIENCY,2012,75000,Diesel,Automatic,Mumbai,White,Second,Individual,,,,,,,,,,1044999
Lamborghini,Huracan LP 610-4,2016,6000,Petrol,Automatic,Delhi,Blue,First,Individual,5204 cc,602 bhp @ 8250 rpm,560 Nm @ 6500 rpm,AWD,4459,1924,1165,2,,24000000
Mercedes-Benz,GLA 200 d Sport,2018,61000,Diesel,Automatic,Mumbai,Gold,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424,1804,1494,5,50,2450000
Mercedes-Benz,GLA 200 CDI Sport,2015,45000,Diesel,Automatic,Lucknow,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417,1804,1494,5,50,1789999
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2019,31000,Diesel,Automatic,Delhi,Blue,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,4275000
Hyundai,Elite i20 Sportz 1.2 MT,2020,39000,Petrol,Manual,Mumbai,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4200 rpm,FWD,3995,1775,1505,5,37,775000
Maruti Suzuki,Estilo VXi BS-IV,2012,52000,Petrol,Manual,Pune,White,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3600,1495,1595,5,35,229999
Maruti Suzuki,Wagon R LXi CNG,2011,54000,CNG,Manual,Mumbai,Silver,First,Individual,998 cc,59@6200,77@3500,,3539,1475,1700,5,35,280000
Hyundai,Eon Era +,2018,51000,Petrol,Manual,Kanpur,White,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32,300000
Maruti Suzuki,Alto VXi (O) [2014-2019],2011,72000,Petrol,Manual,Kanpur,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35,160000
Maruti Suzuki,Alto LXi BS-III,2011,65000,Petrol,Manual,Lucknow,White,First,Individual,796 cc,47@6200,62@3000,,3495,1475,1460,5,35,150000
Mercedes-Benz,GLE 300d 4MATIC LWB,2020,50000,Diesel,Automatic,Navi Mumbai,White,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93,8300000
Audi,Q3 35 TDI Premium + Sunroof,2016,80251,Diesel,Automatic,Delhi,Blue,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,1685000
Hyundai,i10 Sportz 1.2,2010,86000,Petrol,Manual,Chennai,Grey,Second,Individual,1197 cc,80@5200,111@4000,FWD,3565,1595,1550,5,35,270000
Maruti Suzuki,Alto 800 Lxi,2014,42505,Petrol,Manual,Purnea,Red,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,210000
Hyundai,Elite i20 Asta 1.2,2017,42000,Petrol,Manual,Patna,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,625000
BMW,7-Series 730Ld M Sport,2017,42200,Diesel,Automatic,Mumbai,Black,First,Individual,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,5219,1902,1481,4,78,6900000
Kia,Seltos GTX Plus AT 1.4 [2019-2020],2019,57600,Petrol,Automatic,Chennai,White,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50,1490000
Mahindra,XUV500 W7 [2018-2020],2018,57000,Diesel,Manual,Lucknow,Black,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70,1095000
Ford,Endeavour 3.0L 4x4 AT,2014,85000,Diesel,Automatic,Zirakpur,Black,First,Individual,2953 cc,154 bhp @ 3200 rpm,380 Nm @ 2500 rpm,AWD,5060,1788,1826,7,71,850000
Hyundai,Tucson 2WD AT GLS Diesel,2016,128000,Diesel,Automatic,Pune,White,Second,Corporate,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475,1850,1660,5,62,1600000
Toyota,Etios V,2011,66000,Petrol,Manual,Delhi,Black,First,Individual,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265,1695,1510,5,45,265000
Volkswagen,Vento Comfortline Petrol,2013,58000,Petrol,Manual,Chandigarh,Bronze,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4384,1699,1466,5,55,360000
Maruti Suzuki,Ritz Vdi BS-IV,2012,89445,Diesel,Manual,Hyderabad,Grey,First,Individual,1248 cc,75@4000,190@2000,,3715,1680,1620,5,43,350000
Toyota,Fortuner 3.0 4x2 MT,2015,64120,Diesel,Manual,Delhi,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80,1485000
Maruti Suzuki,Ciaz Alpha 1.4 MT,2017,82300,Petrol,Manual,Pune,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43,800000
Maruti Suzuki,Vitara Brezza VDi,2017,73000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,710000
Maruti Suzuki,S-Cross Alpha 1.6,2018,72000,Diesel,Manual,Lucknow,Blue,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48,710000
Volkswagen,Polo Highline1.0L (P),2018,50197,Petrol,Manual,Pune,Grey,First,Individual,999 cc,75 bhp @ 6200 rpm,95 Nm @ 3000 rpm,FWD,3971,1682,1469,5,45,720000
Honda,Amaze 1.2 S i-VTEC,2014,44527,Petrol,Manual,Mumbai,Brown,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35,395000
Audi,A4 35 TDI Technology,2017,72400,Diesel,Automatic,Bangalore,White,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726,1842,1427,5,54,2799000
Ford,Ecosport Trend 1.5 Ti-VCT,2014,50000,Petrol,Manual,Delhi,White,Second,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52,455000
Honda,City VX (O) MT,2014,37000,Petrol,Manual,Delhi,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,690000
Mercedes-Benz,GLS 400d 4MATIC,2021,20000,Diesel,Automatic,Delhi,Blue,First,Individual,2925 cc,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,AWD,5207,2157,1823,7,90,13000000
Tata,Harrier XZA Plus Dark Edition,2020,8000,Diesel,Automatic,Bhubaneswar,Black,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598,1894,1706,5,50,1995000
BMW,5-Series 520d Luxury Line,2014,69000,Diesel,Automatic,Jalandhar,White,Second,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65,1750000
BMW,X1 sDrive20d xLine,2019,25000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63,2900000
BMW,X1 sDrive20d xLine,2022,17000,Diesel,Automatic,Mumbai,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63,4500000
Honda,City 1.5 S MT,2013,61000,Petrol,Manual,Delhi,Maroon,First,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440,1695,1485,5,42,450000
BMW,5-Series 520d Luxury Line [2017-2019],2015,69000,Diesel,Automatic,Delhi,Silver,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65,2149000
Mercedes-Benz,GL-Class 350 CDI,2015,77000,Diesel,Automatic,Chennai,Black,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100,4200000
Tata,Nexon XT Diesel [2017-2019],2018,82200,Diesel,Manual,Pune,Grey,First,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994,1811,1607,5,44,860000
Honda,City V,2018,28000,Petrol,Manual,Delhi,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,875000
Mahindra,Scorpio VLX 4WD BS-III,2011,117000,Diesel,Manual,Salem,White,Second,Individual,2179 cc,122@4000,290@1800,AWD,4430,1817,1975,7,60,580000
MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,2021,7900,Diesel,Automatic,Hyderabad,Black,First,Individual,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,4985,1926,1867,6,75,3500000
Maruti Suzuki,Swift DZire VXi,2010,72000,Petrol,Manual,Kanpur,Silver,First,Individual,1298 cc,87@6000,113@4500,FWD,4160,1690,1530,5,43,229999
Audi,Q3 2.0 TDI quattro Premium Plus,2015,79000,Diesel,Automatic,Ahmedabad,Blue,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,1513000
Maruti Suzuki,Alto VXi,2013,72600,Petrol,Manual,Panchkula,White,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35,234000
Datsun,Redigo S 1.0 AMT [2018-2019],2018,42313,Petrol,Automatic,Bangalore,Grey,Second,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3429,1560,1541,5,28,320000
BMW,X3 xDrive 20d Luxury Line [2018-2020],2021,18000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67,5975000
Maruti Suzuki,Vitara Brezza ZDi Plus,2019,90000,Diesel,Manual,Hyderabad,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,1025000
Maruti Suzuki,Alto LXi BS-III,2010,18500,Petrol,Manual,Lucknow,Gold,First,Individual,796 cc,47@6200,62@3000,,3495,1475,1460,5,35,169000
Maruti Suzuki,DZire VDi,2017,36000,Diesel,Manual,Patna,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37,630000
Hyundai,Venue SX Plus 1.0 Turbo DCT,2020,26200,Petrol,Automatic,Delhi,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,1090000
Maruti Suzuki,Swift LXi Special Edition,2019,11000,Petrol,Manual,Chennai,Silver,Second,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37,700000
Maruti Suzuki,Swift VXi,2021,14366,Petrol,Manual,Ahmedabad,Others,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37,661000
Tata,Grande GX,2011,98000,Diesel,Manual,Mumbai,Silver,First,Individual,2179 cc,120@4000,250@1500,,4421,1780,1940,7,65,250999
Mahindra,TUV300 T8,2017,65000,Diesel,Manual,Delhi,Red,Second,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995,1835,1839,7,60,565000
Toyota,Innova 2.5 G 7 STR BS-IV,2014,126000,Diesel,Manual,Delhi,Silver,First,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585,1760,1760,7,55,750000
Audi,Q3 35 TDI Premium + Sunroof,2015,71700,Diesel,Automatic,Navi Mumbai,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,1850000
Mahindra,XUV500 W6,2016,114000,Diesel,Manual,Lucknow,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,850000
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],2016,58339,Diesel,Manual,Panchkula,Grey,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45,535000
Volkswagen,Vento Highline Petrol AT,2011,50667,Petrol,Automatic,Mumbai,White,Second,Individual,,,,,,,,,,345000
Maruti Suzuki,DZire VDi AMT,2019,72040,Diesel,Automatic,Pune,Silver,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37,770000
BMW,3-Series 330i M Sport Edition,2019,6000,Petrol,Automatic,Delhi,White,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57,3650000
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],2022,6200,Petrol,Manual,Kolkata,Red,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45,1195000
Mercedes-Benz,S-Class 500L,2012,44000,Petrol,Automatic,Mumbai,Silver,Third,Individual,5461 cc,368 bhp @ 6300 rpm,505 Nm @ 4400 rpm,RWD,5226,2120,1479,5,90,1650000
Skoda,Superb L&K TSI AT,2021,6900,Petrol,Automatic,Kolkata,Brown,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861,1864,1483,5,66,3199000
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],2022,2500,Petrol,Automatic,Noida,Grey,First,Individual,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,7100000
Volkswagen,Polo GT TSI,2016,68000,Petrol,Automatic,Delhi,White,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3971,1682,1469,5,45,625000
Maruti Suzuki,Vitara Brezza VDi,2018,36000,Diesel,Manual,Patna,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,745000
Hyundai,Santro Sportz,2021,19000,Petrol,Manual,Ahmedabad,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35,551000
Mercedes-Benz,E-Class E 220 d Avantgarde,2019,10000,Diesel,Automatic,Chennai,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,5950000
Land Rover,Range Rover 3.0 V6 Diesel Vogue,2019,35000,Diesel,Automatic,Pune,Blue,First,Individual,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4999,2220,1835,5,105,22000000
MINI,Cooper D 3 Door,2019,6400,Diesel,Automatic,Delhi,Red,First,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3821,1727,1414,5,44,3300000
Ford,Endeavour Titanium Plus 3.2 4x4 AT,2019,34000,Diesel,Automatic,Chennai,White,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4903,1869,1837,7,80,3250000
Renault,Duster 110 PS RXZ 4X2 AMT Diesel,2016,35000,Diesel,Automatic,Delhi,Grey,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50,690000
Maruti Suzuki,Vitara Brezza VDi AGS,2019,46000,Diesel,Automatic,Mumbai,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,894999
Skoda,Rapid Ambition 1.6 TDI CR MT,2016,83000,Diesel,Manual,Chandigarh,White,First,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386,1699,1466,5,55,550000
Ford,Ecosport Trend 1.5 TDCi,2013,54000,Diesel,Manual,Mumbai,Orange,Third,Individual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52,399000
Kia,Seltos HTX 1.5 [2020-2021],2020,42000,Petrol,Manual,Ahmedabad,Black,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1645,5,50,1275000
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],2020,41441,Petrol,Manual,Bangalore,Silver,First,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40,535000
Maruti Suzuki,Vitara Brezza VDi,2018,48174,Diesel,Manual,Thane,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,825000
Ford,Ecosport Ambiente 1.5L TDCi,2016,62591,Diesel,Manual,Mumbai,Silver,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52,585000
Honda,Jazz V AT Petrol,2017,48650,Petrol,Automatic,Mumbai,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,675000
Maruti Suzuki,S-Cross Alpha 1.3,2017,52245,Diesel,Manual,Pune,Brown,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4300,1785,1595,5,48,795000
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],2021,7500,Petrol,Automatic,Delhi,Black,First,Individual,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,6500000
Hyundai,Elite i20 Sportz 1.4 CRDI,2017,65000,Diesel,Manual,Kheda,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45,611000
Maruti Suzuki,Wagon R VXI,2015,43297,Petrol,Manual,Kollam,Red,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35,390000
Maruti Suzuki,Swift VXi [2014-2017],2019,44710,Petrol,Manual,Pune,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,650000
Renault,Fluence 1.5 E4,2013,62000,Diesel,Manual,Lucknow,Silver,First,Individual,1461 cc,108 bhp @ 4000 rpm,240 Nm @ 1850 rpm,FWD,4618,1813,1488,5,67,390000
Audi,A4 35 TDI Technology,2017,59267,Diesel,Automatic,Kolkata,Silver,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726,1842,1427,5,54,2400000
Maruti Suzuki,Swift VXi,2011,69000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,385000
Maruti Suzuki,Swift DZire VXI,2017,75000,Petrol,Manual,Kanpur,White,First,Commercial Registration,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,450000
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,2020,52236,Petrol,Manual,Udupi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,649000
Skoda,Kodiaq L&K 2.0 TDI 4x4 AT,2020,47000,Diesel,Automatic,Mumbai,White,First,Individual,,,,,4697,1882,1665,7,63,3499000
Audi,A3 35 TDI Premium + Sunroof,2019,15530,Diesel,Automatic,Goa,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,2900000
Maruti Suzuki,Swift DZire VDI,2014,64000,Diesel,Manual,Agra,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,400000
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,2020,35000,Petrol,Automatic,Kolkata,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805,1680,1520,5,37,599000
Toyota,Fortuner 2.8 4x2 MT [2016-2020],2019,92000,Diesel,Manual,Lucknow,Black,First,Individual,2755 cc,174 bhp @ 3400 rpm,420 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,2980000
Audi,A4 30 TFSI Technology Pack,2018,18000,Petrol,Automatic,Mumbai,White,First,Individual,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4726,1842,1427,5,54,3500000
Honda,Jazz V Petrol,2016,50000,Petrol,Manual,Kolkata,Red,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,400000
Mercedes-Benz,GLC 200 Progressive,2022,2000,Petrol,Automatic,Karnal,White,First,Individual,1991 cc,194 bhp @ 5500 rpm,320 Nm @ 1650 rpm,RWD,4658,1890,1644,5,66,6975000
Audi,A4 2.0 TDI Sline,2013,72000,Diesel,Automatic,Gurgaon,Black,First,Individual,,,,,,,,,,745000
Mercedes-Benz,GLE 250 d,2016,16000,Diesel,Automatic,Karnal,White,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,5400000
Mercedes-Benz,GL-Class 350 CDI,2015,103890,Diesel,Automatic,Lucknow,Black,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100,3700000
Maruti Suzuki,Celerio ZXi [2017-2019],2018,71000,Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,445000
Mahindra,Thar LX 4-STR Hard Top Diesel MT,2021,12000,Diesel,Manual,Ludhiana,Red,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1844,4,57,1475000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2016,93000,Diesel,Automatic,Mohali,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,2800000
Hyundai,Eon Magna [2011-2012],2013,63000,Petrol,Manual,Ludhiana,White,Second,Individual,814 cc,56@5500,75@4000,,3495,1550,1500,5,32,190000
Maruti Suzuki,Swift VXi [2014-2017],2020,10000,Petrol,Manual,Meerut,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,600000
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],2020,33828,Diesel,Automatic,Mumbai,White,First,Individual,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50,1835000
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],2019,48000,CNG,Manual,Mumbai,Silver,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60,550000
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],2017,71000,Diesel,Manual,Delhi,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,715000
Mahindra,XUV700 AX 7 Diesel AT 7 STR,2022,18000,Diesel,Automatic,Delhi,White,First,Individual,2184 cc,182 bhp @ 3500 rpm,450 Nm @ 1750 rpm,FWD,4695,1890,1755,7,60,2540000
Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],2019,50000,CNG,Manual,Delhi,Grey,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60,525000
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2015,48000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,425000
Hyundai,Elite i20 Sportz 1.2 IVT,2022,4000,Petrol,Automatic,Kanpur,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37,795000
Honda,City 1.5 V MT,2010,73000,Petrol,Manual,Delhi,Silver,Second,Individual,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,269000
Toyota,Fortuner 4x2 AT,2013,170669,Diesel,Automatic,Mumbai,White,First,Individual,2982 cc,171 @3600,343 @1400,,4705,1840,1850,7,80,1450000
Hyundai,Verna Fluidic 1.6 CRDi,2014,68000,Diesel,Manual,Lucknow,White,First,Individual,1582 cc,128 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,565000
BMW,5-Series 520d Luxury Line,2015,70000,Diesel,Automatic,Coimbatore,Blue,Second,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65,2550000
